상호명,지점명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,도로명주소,경도,위도,n_상호명,점포수
롯데리아,창원용호점,패스트푸드,패스트푸드,경상남도,창원시 의창구,용지동,경상남도 창원시 의창구 용지로153번길 7,128.680159302586,35.228951747450104,롯데리아,1
롯데리아,진해중앙점,패스트푸드,패스트푸드,경상남도,창원시 진해구,충무동,경상남도 창원시 진해구 중원로86번길 31,128.663272735388,35.151757762449996,롯데리아,1
롯데리아,거창점,패스트푸드,패스트푸드,경상남도,거창군,거창읍,경상남도 거창군 거창읍 아림로 16-17,127.911390333062,35.6851172038391,롯데리아,1
롯데리아,웅상점,패스트푸드,패스트푸드,경상남도,양산시,서창동,경상남도 양산시 삼호1길 34,129.167005794533,35.412647620331605,롯데리아,1
롯데리아,창원성원점,패스트푸드,패스트푸드,경상남도,창원시 성산구,상남동,경상남도 창원시 성산구 동산로 108,128.690032654117,35.2182321587492,롯데리아,1
롯데리아,양산점,패스트푸드,패스트푸드,경상남도,양산시,중앙동,경상남도 양산시 삼일로 91,129.03739670609102,35.3441281013238,롯데리아,1
롯데리아,마산내서점,패스트푸드,패스트푸드,경상남도,창원시 마산회원구,내서읍,경상남도 창원시 마산회원구 내서읍 경남대로 915,128.504689615266,35.2318747194847,롯데리아,1
롯데리아,하동점,패스트푸드,패스트푸드,경상남도,하동군,하동읍,경상남도 하동군 하동읍 경서대로 149,127.74988592693501,35.0685967961333,롯데리아,1
롯데리아,롯데백창원4ST점,패스트푸드,패스트푸드,경상남도,창원시 성산구,중앙동,경상남도 창원시 성산구 중앙대로 124,128.681858477127,35.2245793510774,롯데리아,1
롯데리아,사천점,패스트푸드,패스트푸드,경상남도,사천시,사천읍,경상남도 사천시 사천읍 읍내로 11-1,128.08711576743798,35.084238277922694,롯데리아,1
롯데리아,거제고현점,패스트푸드,패스트푸드,경상남도,거제시,고현동,경상남도 거제시 고현로 97,128.623328624315,34.8869083679569,롯데리아,1
롯데리아,마산터미널점,패스트푸드,패스트푸드,경상남도,창원시 마산회원구,합성2동,경상남도 창원시 마산회원구 315대로 750,128.58314741475402,35.2386974724411,롯데리아,1
롯데리아,홈플러스진해점,패스트푸드,패스트푸드,경상남도,창원시 진해구,병암동,경상남도 창원시 진해구 충장로 356,128.691195484026,35.1532152469206,롯데리아,1
롯데리아,마산홈플러스점,패스트푸드,패스트푸드,경상남도,창원시 마산회원구,양덕2동,경상남도 창원시 마산회원구 삼호로 56,128.58573509489798,35.222675798478896,롯데리아,1
롯데리아,경상대점,패스트푸드,패스트푸드,경상남도,진주시,가호동,경상남도 진주시 진주대로 594,128.107843363812,35.1597180072983,롯데리아,1
롯데리아,홈플러스김해점,패스트푸드,패스트푸드,경상남도,김해시,내외동,경상남도 김해시 김해대로 2078,128.870284477538,35.2419222041095,롯데리아,1
롯데리아롯데마트창원점,롯데마트창원점,패스트푸드,패스트푸드,경상남도,창원시 의창구,팔룡동,경상남도 창원시 의창구 창원천로94번길 19,128.6530455785,35.2398188564859,롯데리아,1
롯데리아,김해내외점,패스트푸드,패스트푸드,경상남도,김해시,내외동,경상남도 김해시 내외중앙로 50,128.866995455895,35.2343380122716,롯데리아,1
롯데리아,마산합성삼성점,패스트푸드,패스트푸드,경상남도,창원시 마산회원구,합성2동,경상남도 창원시 마산회원구 팔용로 141-1,128.590201673304,35.2418002094762,롯데리아,1
롯데리아고성공룡엑스포, ,패스트푸드,패스트푸드,경상남도,고성군,회화면,경상남도 고성군 회화면 당항만로 1116,128.392057351392,35.0532389394376,롯데리아,1
롯데리아,진주혁신도시점,패스트푸드,패스트푸드,경상남도,진주시,충무공동,경상남도 진주시 사들로 87,128.14879336552602,35.1755400203653,롯데리아,1
롯데리아진해장천점,진해장천점,패스트푸드,패스트푸드,경상남도,창원시 진해구,풍호동,경상남도 창원시 진해구 충장로657번길 28,128.706617940851,35.1305636549834,롯데리아,1
롯데리아,양산물금점,패스트푸드,패스트푸드,경상남도,양산시,물금읍,경상남도 양산시 물금읍 야리로 17,129.00077964022898,35.3177922352366,롯데리아,1
롯데리아,롯데아울렛진주점,패스트푸드,패스트푸드,경상남도,진주시,충무공동,경상남도 진주시 동진로 440,128.139633731305,35.1800400992582,롯데리아,1
롯데리아양산증산점,양산증산점,패스트푸드,패스트푸드,경상남도,양산시,물금읍,경상남도 양산시 물금읍 증산역로 153,129.006784093719,35.3097922657661,롯데리아,1
롯데리아브랜드샵,롯데프리미엄아울렛김해점,패스트푸드,패스트푸드,경상남도,김해시,장유1동,경상남도 김해시 장유로 469,128.829623995103,35.1850767407964,롯데리아,1
롯데리아,거제아주점,패스트푸드,패스트푸드,경상남도,거제시,아주동,경상남도 거제시 아주1로 38,128.688668068755,34.866561337719695,롯데리아,1
롯데리아,롯데마트시티세븐점,패스트푸드,패스트푸드,경상남도,창원시 의창구,팔룡동,경상남도 창원시 의창구 원이대로 332,128.65528275005101,35.2392929604693,롯데리아,1
롯데리아,남문점,패스트푸드,패스트푸드,경상남도,창원시 진해구,웅천동,경상남도 창원시 진해구 남영로55번길 5,128.751866336366,35.1064397262515,롯데리아,1
롯데리아,사천점,패스트푸드,패스트푸드,경상남도,사천시,정동면,경상남도 사천시 정동면 옥산로 46,128.087944043083,35.0794058779858,롯데리아,1
롯데리아,테스트점,패스트푸드,패스트푸드,경상남도,창원시 의창구,동읍,경상남도 창원시 의창구 동읍 무점길 71-58,128.690134343543,35.2950585620953,롯데리아,1
롯데리아,거제고현점,패스트푸드,패스트푸드,경상남도,거제시,고현동,경상남도 거제시 서문로 70,128.623381798258,34.8896034796556,롯데리아,1
롯데리아,창원대점,패스트푸드,패스트푸드,경상남도,창원시 의창구,봉림동,경상남도 창원시 의창구 퇴촌로 31-1,128.68873977613399,35.2420187628939,롯데리아,1
롯데리아,고성점,패스트푸드,패스트푸드,경상남도,고성군,고성읍,경상남도 고성군 고성읍 동외로178번길 3-19,128.327198532512,34.9776093227233,롯데리아,1
롯데리아,경남산청점,패스트푸드,패스트푸드,경상남도,산청군,산청읍,경상남도 산청군 산청읍 친환경로 2693,127.878406519203,35.418044163413,롯데리아,1
롯데리아,북마산점,패스트푸드,패스트푸드,경상남도,창원시 마산회원구,회원1동,경상남도 창원시 마산회원구 회원동3길 38,128.571725154726,35.2173973488283,롯데리아,1
롯데리아,경남의령점,패스트푸드,패스트푸드,경상남도,의령군,의령읍,경상남도 의령군 의령읍 행복로 7,128.268832247941,35.3209407231274,롯데리아,1
롯데리아,선산점,패스트푸드,패스트푸드,경상북도,구미시,선산읍,경상북도 구미시 선산읍 남문로3길 2,128.301453931483,36.241129842697795,롯데리아,1
홈플러스경산롯데리아, ,패스트푸드,패스트푸드,경상북도,경산시,중방동,경상북도 경산시 경안로 288,128.735658208234,35.832838658884704,롯데리아,1
신경주역롯데리아, ,패스트푸드,패스트푸드,경상북도,경주시,건천읍,경상북도 경주시 건천읍 신경주역로 80,129.13941608282101,35.7980988948636,롯데리아,1
롯데리아경북봉화점,경북봉화점,패스트푸드,패스트푸드,경상북도,봉화군,봉화읍,경상북도 봉화군 봉화읍 신시장1길 3-3,128.735469759592,36.890346407164,롯데리아,1
롯데리아,모다아울렛김천점,패스트푸드,패스트푸드,경상북도,김천시,아포읍,경상북도 김천시 아포읍 아포대로 1417,128.281884701683,36.154609182989,롯데리아,1
롯데리아,경산진량점,패스트푸드,패스트푸드,경상북도,경산시,진량읍,경상북도 경산시 진량읍 공단로 468,128.819428658617,35.8731621492039,롯데리아,1
롯데리아,청도점,패스트푸드,패스트푸드,경상북도,청도군,청도읍,경상북도 청도군 청도읍 청화로 207,128.746801342505,35.6407409550204,롯데리아,1
롯데리아,포항죽도점,패스트푸드,패스트푸드,경상북도,포항시 북구,죽도동,경상북도 포항시 북구 중흥로 187,129.356176713066,36.020936886855395,롯데리아,1
롯데리아,울진점,패스트푸드,패스트푸드,경상북도,울진군,울진읍,경상북도 울진군 울진읍 현내항길 7,129.4047474698,36.992757324658605,롯데리아,1
롯데리아,경주킴스점,패스트푸드,패스트푸드,경상북도,경주시,용강동,경상북도 경주시 광중길 6,129.22576229999902,35.8793198262235,롯데리아,1
롯데리아,경산사동점,패스트푸드,패스트푸드,경상북도,경산시,동부동,경상북도 경산시 원효로32길 23,128.753324270798,35.8188849652665,롯데리아,1
롯데리아영남대학점,영남대학점,패스트푸드,패스트푸드,경상북도,경산시,북부동,경상북도 경산시 대학로 285,128.753371947459,35.836811901055896,롯데리아,1
동양식품롯데리아, ,패스트푸드,패스트푸드,경상북도,경산시,동부동,경상북도 경산시 원효로32길 23,128.753324270798,35.8188849652665,롯데리아,1
김천역롯데리아, ,패스트푸드,패스트푸드,경상북도,김천시,남면,경상북도 김천시 남면 혁신1로 51,128.18118926125,36.113533516431495,롯데리아,1
롯데리아SK안동용상DT점,SK안동용상DT점,패스트푸드,패스트푸드,경상북도,안동시,용상동,경상북도 안동시 경동로 974,128.76037676787502,36.553092315958,롯데리아,1
롯데리아,도량점,패스트푸드,패스트푸드,경상북도,구미시,도량동,경상북도 구미시 송동로 65,128.323817164996,36.1385412792892,롯데리아,1
롯데리아,영주점,패스트푸드,패스트푸드,경상북도,영주시,하망동,경상북도 영주시 번영로 156,128.624922629811,36.8250764757319,롯데리아,1
롯데리아,점촌점,패스트푸드,패스트푸드,경상북도,문경시,점촌2동,경상북도 문경시 호서로 2,128.198280422384,36.595303255676605,롯데리아,1
롯데리아,고령점,패스트푸드,패스트푸드,경상북도,고령군,대가야읍,경상북도 고령군 대가야읍 왕릉로 116,128.268109707239,35.729738963742214,롯데리아,1
롯데리아,구미공단점,패스트푸드,패스트푸드,경상북도,구미시,공단2동,경상북도 구미시 1공단로 212,128.385992381022,36.1014040356926,롯데리아,1
롯데리아,영천DT점,패스트푸드,패스트푸드,경상북도,영천시,동부동,경상북도 영천시 영화로 338,128.951784820286,35.9722386648406,롯데리아,1
롯데리아,홈플러스문경점,패스트푸드,패스트푸드,경상북도,문경시,점촌5동,경상북도 문경시 모전로 65,128.190381329324,36.5873132431157,롯데리아,1
롯데리아,대구가톨릭대점,패스트푸드,패스트푸드,경상북도,경산시,하양읍,경상북도 경산시 하양읍 하양로 13-13,128.807433743133,35.908980148326,롯데리아,1
롯데리아,성주점,패스트푸드,패스트푸드,경상북도,성주군,성주읍,경상북도 성주군 성주읍 성주읍4길 4,128.285843086393,35.918664231223104,롯데리아,1
롯데리아,양포점,패스트푸드,패스트푸드,경상북도,구미시,양포동,경상북도 구미시 옥계북로 7,128.41842084351802,36.13882499428961,롯데리아,1
롯데리아,경주월드리조트점,패스트푸드,패스트푸드,경상북도,경주시,보덕동,경상북도 경주시 보문로 544,129.27916586152799,35.836114960025,롯데리아,1
롯데리아,경북봉화점,패스트푸드,패스트푸드,경상북도,봉화군,봉화읍,경상북도 봉화군 봉화읍 신시장1길 9-13,128.736146849697,36.8907567487409,롯데리아,1
롯데리아,구미형곡점,패스트푸드,패스트푸드,경상북도,구미시,형곡2동,경상북도 구미시 형곡로 171,128.335105989024,36.10709110814809,롯데리아,1
롯데리아,경주점,패스트푸드,패스트푸드,경상북도,경주시,중부동,경상북도 경주시 중앙로48번길 3,129.211884795684,35.844319941322105,롯데리아,1
롯데리아,구미동아점,패스트푸드,패스트푸드,경상북도,구미시,송정동,경상북도 구미시 송원동로 28,128.348613564369,36.1200041850029,롯데리아,1
롯데리아,흥해점,패스트푸드,패스트푸드,경상북도,포항시 북구,흥해읍,경상북도 포항시 북구 흥해읍 흥해로 38,129.345857421805,36.1087969811025,롯데리아,1
롯데리아,안강점,패스트푸드,패스트푸드,경상북도,경주시,안강읍,경상북도 경주시 안강읍 비화원로 77,129.223901933158,35.9907529211547,롯데리아,1
롯데리아,홈플러스광평점,패스트푸드,패스트푸드,경상북도,구미시,광평동,경상북도 구미시 구미대로 174,128.36375305638,36.1027624623351,롯데리아,1
롯데리아,경북풍기점,패스트푸드,패스트푸드,경상북도,영주시,풍기읍,경상북도 영주시 풍기읍 기주로 94-1,128.52544326775498,36.8703462120903,롯데리아,1
롯데리아,울진점,패스트푸드,패스트푸드,경상북도,울진군,울진읍,경상북도 울진군 울진읍 연호로 2,129.401535062415,36.993390021193,롯데리아,1
롯데리아,홈플러스안동점,패스트푸드,패스트푸드,경상북도,안동시,중구동,경상북도 안동시 경동로 656,128.729557863271,36.56256733582929,롯데리아,1
롯데리아,상주점,패스트푸드,패스트푸드,경상북도,상주시,동문동,경상북도 상주시 중앙로 185,128.158862460326,36.415835316351,롯데리아,1
롯데리아,홈플러스경주점,패스트푸드,패스트푸드,경상북도,경주시,용강동,경상북도 경주시 공단로 97,129.224874758731,35.8734616041424,롯데리아,1
롯데리아홈플러스경산점,홈플러스경산점,패스트푸드,패스트푸드,경상북도,경산시,중방동,경상북도 경산시 경안로 288,128.735658208234,35.832838658884704,롯데리아,1
롯데리아SK안동용상DT, ,패스트푸드,패스트푸드,경상북도,안동시,용상동,경상북도 안동시 경동로 974,128.76037676787502,36.553092315958,롯데리아,1
롯데리아,김천혁신도시점,패스트푸드,패스트푸드,경상북도,김천시,율곡동,경상북도 김천시 혁신4로 7,128.182340472986,36.121409118897795,롯데리아,1
롯데리아탈춤축제장, ,패스트푸드,패스트푸드,경상북도,안동시,중구동,경상북도 안동시 육사로 239,128.730409686078,36.560489335405705,롯데리아,1
롯데리아,포항효자점,패스트푸드,패스트푸드,경상북도,포항시 남구,효곡동,경상북도 포항시 남구 효자동길1번길 12,129.329102733624,36.007442032166,롯데리아,1
롯데리아크림스피크림도넛, ,패스트푸드,패스트푸드,경상북도,경주시,중부동,경상북도 경주시 원효로 110,129.212885376942,35.841696141437,롯데리아,1
롯데리아, ,패스트푸드,패스트푸드,경상북도,봉화군,봉화읍,경상북도 봉화군 봉화읍 신시장1길 7-13,128.735933870042,36.890776091174004,롯데리아,1
롯데리아상주특설점,상주특설점,패스트푸드,패스트푸드,경상북도,상주시,동문동,경상북도 상주시 중앙로 177,128.157803138135,36.415836720819705,롯데리아,1
롯데리아,지티점,패스트푸드,패스트푸드,경상북도,경주시,보덕동,경상북도 경주시 보문로 465-67,129.29068880831198,35.8395878172029,롯데리아,1
롯데리아,구미진평점,패스트푸드,패스트푸드,경상북도,구미시,송정동,경상북도 구미시 송원서로 11,128.342465250557,36.1188141828356,롯데리아,1
롯데리아안동탈춤특설매장, ,패스트푸드,패스트푸드,경상북도,안동시,중구동,경상북도 안동시 육사로 239,128.730409686078,36.560489335405705,롯데리아,1
롯데리아영천DT점,영천DT점,패스트푸드,패스트푸드,경상북도,영천시,동부동,경상북도 영천시 영화로 340-1,128.951831546602,35.9724365764569,롯데리아,1
롯데리아,홈플러스문경점,패스트푸드,패스트푸드,경상북도,문경시,점촌5동,경상북도 문경시 점고길 33,128.184834094894,36.59491030095671,롯데리아,1
롯데리아,롯데마트포항점,패스트푸드,패스트푸드,경상북도,포항시 북구,흥해읍,경상북도 포항시 북구 흥해읍 도음로877번길 15,129.331331727163,36.079912697479,롯데리아,1
케이에이치디앤씨롯데리아,포항법원점,패스트푸드,패스트푸드,경상북도,포항시 북구,장량동,경상북도 포항시 북구 신덕로 274,129.386330619028,36.0886798225394,롯데리아,1
롯데리아,울릉도점,패스트푸드,패스트푸드,경상북도,울릉군,울릉읍,경상북도 울릉군 울릉읍 도동길 118,130.905339914221,37.4837917853472,롯데리아,1
롯데리아,포항법원점,패스트푸드,패스트푸드,경상북도,포항시 북구,장량동,경상북도 포항시 북구 신덕로 274,129.386330619028,36.0886798225394,롯데리아,1
롯데리아,경북의성점,패스트푸드,패스트푸드,경상북도,의성군,의성읍,경상북도 의성군 의성읍 동서1길 26,128.69712761142,36.349503620155296,롯데리아,1
롯데리아,신영주점,패스트푸드,패스트푸드,경상북도,영주시,휴천2동,경상북도 영주시 대학로12번길 4,128.622942856006,36.8103976591605,롯데리아,1
롯데리아,영남대DT점,패스트푸드,패스트푸드,경상북도,경산시,북부동,경상북도 경산시 대학로 316,128.756139657902,35.838029324570996,롯데리아,1
롯데리아,포항애비뉴점,패스트푸드,패스트푸드,경상북도,포항시 남구,상대동,경상북도 포항시 남구 중흥로 77,129.34893728069798,36.0127632066289,롯데리아,1
대영하남롯데리아하남점,하남점,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 사암로 251,126.80826021707001,35.167335490812995,롯데리아,1
롯데리아,치평점,패스트푸드,패스트푸드,광주광역시,서구,치평동,광주광역시 서구 상무중앙로 95,126.84780234858,35.15544123129749,롯데리아,1
롯데리아,롯데마트첨단점,패스트푸드,패스트푸드,광주광역시,광산구,첨단2동,광주광역시 광산구 첨단강변로99번길 22,126.851944928301,35.2167653160857,롯데리아,1
롯데리아,광주염주점,패스트푸드,패스트푸드,광주광역시,서구,화정3동,광주광역시 서구 월드컵4강로 66,126.874833255867,35.142796439849704,롯데리아,1
롯데리아,전대점,패스트푸드,패스트푸드,광주광역시,북구,용봉동,광주광역시 북구 우치로 112,126.912484111575,35.1774380519115,롯데리아,1
롯데리아,풍암점,패스트푸드,패스트푸드,광주광역시,서구,풍암동,광주광역시 서구 풍암1로21번길 9-6,126.879322856404,35.1258829111044,롯데리아,1
롯데리아대영하남, ,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 사암로 251,126.80826021707001,35.167335490812995,롯데리아,1
롯데리아롯데마트광주점,롯데마트광주점,패스트푸드,패스트푸드,광주광역시,서구,금호2동,광주광역시 서구 마재로 21,126.861644398786,35.1316492919685,롯데리아,1
롯데리아광주농성DT점,광주농성DT점,패스트푸드,패스트푸드,광주광역시,서구,화정1동,광주광역시 서구 죽봉대로 21-1,126.882979722507,35.1553560289927,롯데리아,1
롯데리아ANGELIN, ,패스트푸드,패스트푸드,광주광역시,서구,풍암동,광주광역시 서구 금화로 240,126.874860508564,35.1336385873451,롯데리아,1
롯데리아, ,패스트푸드,패스트푸드,광주광역시,남구,봉선2동,광주광역시 남구 봉선로 172,126.913911806849,35.1228896860916,롯데리아,1
에스엠디롯데리아,광주점,패스트푸드,패스트푸드,광주광역시,동구,계림1동,광주광역시 동구 무등로307번길 2,126.917173085231,35.1624449077689,롯데리아,1
롯데리아,계림점,패스트푸드,패스트푸드,광주광역시,동구,계림1동,광주광역시 동구 무등로 314,126.91667063968201,35.1614308598152,롯데리아,1
롯데리아,정상진월점,패스트푸드,패스트푸드,광주광역시,남구,효덕동,광주광역시 남구 서문대로 662,126.89918324903299,35.1183940678628,롯데리아,1
롯데리아,광주송정점,패스트푸드,패스트푸드,광주광역시,광산구,송정2동,광주광역시 광산구 송정로1번길 88,126.79555767677,35.139934172524804,롯데리아,1
혜승롯데리아,광주터미널본점,패스트푸드,패스트푸드,광주광역시,서구,광천동,광주광역시 서구 무진대로 904,126.879901057815,35.1605646581878,롯데리아,1
롯데리아광주주월, ,패스트푸드,패스트푸드,광주광역시,남구,효덕동,광주광역시 남구 서문대로 660,126.90044826428002,35.1173238771458,롯데리아,1
롯데리아,동림점,패스트푸드,패스트푸드,광주광역시,서구,동천동,광주광역시 서구 하남대로 696,126.86878469510599,35.171485291595694,롯데리아,1
롯데리아,광주동강대점,패스트푸드,패스트푸드,광주광역시,북구,우산동,광주광역시 북구 동문대로 69,126.921707305473,35.170687991301996,롯데리아,1
롯데리아,광주봉선점,패스트푸드,패스트푸드,광주광역시,남구,봉선1동,광주광역시 남구 봉선중앙로 82,126.911296171345,35.1281754301369,롯데리아,1
롯데리아,문흥점,패스트푸드,패스트푸드,광주광역시,북구,문흥1동,광주광역시 북구 서하로 353-1,126.919417872976,35.18691058480611,롯데리아,1
롯데리아,충장점,패스트푸드,패스트푸드,광주광역시,동구,충장동,광주광역시 동구 충장로 64-1,126.914658605331,35.1492891557491,롯데리아,1
롯데리아,광주선운점,패스트푸드,패스트푸드,광주광역시,광산구,어룡동,광주광역시 광산구 동곡로 739,126.777909358646,35.1475002974233,롯데리아,1
롯데리아,홈플러스동광주점,패스트푸드,패스트푸드,광주광역시,북구,두암2동,광주광역시 북구 동문대로 200,126.93044191963399,35.1793376359499,롯데리아,1
롯데리아,광주터미널점,패스트푸드,패스트푸드,광주광역시,서구,광천동,광주광역시 서구 무진대로 904,126.879901057815,35.1605646581878,롯데리아,1
롯데리아,신창점,패스트푸드,패스트푸드,광주광역시,광산구,신창동,광주광역시 광산구 신창로 116,126.838430530755,35.1954901523274,롯데리아,1
롯데리아,롯데마트광주월드컵점,패스트푸드,패스트푸드,광주광역시,서구,풍암동,광주광역시 서구 금화로 240,126.874860508564,35.1336385873451,롯데리아,1
롯데리아,광주하남점,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 사암로 251,126.80826021707001,35.167335490812995,롯데리아,1
롯데리아광주백운점,광주백운점,패스트푸드,패스트푸드,광주광역시,남구,백운1동,광주광역시 남구 독립로 100-1,126.90312759557501,35.1424970024866,롯데리아,1
롯데리아주월DT점주월DT점,주월DT점,패스트푸드,패스트푸드,광주광역시,남구,주월1동,광주광역시 남구 서문대로 781,126.89742358407,35.12930295450711,롯데리아,1
롯데리아광주풍암점,광주풍암점,패스트푸드,패스트푸드,광주광역시,서구,풍암동,광주광역시 서구 풍암2로 10,126.879706671093,35.1266977109726,롯데리아,1
롯데리아광주패밀리랜드, ,패스트푸드,패스트푸드,광주광역시,북구,건국동,광주광역시 북구 우치로 677,126.894261602661,35.2243071459982,롯데리아,1
롯데리아,광주하남2지구점,패스트푸드,패스트푸드,광주광역시,광산구,하남동,광주광역시 광산구 용아로379번길 54,126.801292411441,35.176884416945704,롯데리아,1
롯데리아,광주수완하나로점,패스트푸드,패스트푸드,광주광역시,광산구,수완동,광주광역시 광산구 임방울대로 261,126.818685047523,35.18501445083879,롯데리아,1
롯데리아광주농성D/T, ,패스트푸드,패스트푸드,광주광역시,서구,화정1동,광주광역시 서구 죽봉대로 21-1,126.882979722507,35.1553560289927,롯데리아,1
롯데리아,엔젤리너스커피광주첨단점,패스트푸드,패스트푸드,광주광역시,광산구,첨단1동,광주광역시 광산구 첨단중앙로 156,126.842388716707,35.2191170377906,롯데리아,1
롯데리아광주주월디티, ,패스트푸드,패스트푸드,광주광역시,남구,주월1동,광주광역시 남구 서문대로 781,126.89742358407,35.12930295450711,롯데리아,1
롯데리아,광주효천점,패스트푸드,패스트푸드,광주광역시,남구,송암동,광주광역시 남구 효천로 51,126.87178338628,35.099771756781394,롯데리아,1
롯데리아,광주주월점,패스트푸드,패스트푸드,광주광역시,남구,주월1동,광주광역시 남구 서문대로 753,126.89745978441299,35.1266171351496,롯데리아,1
롯데리아,운리점,패스트푸드,패스트푸드,광주광역시,서구,풍암동,광주광역시 서구 풍암운리로 8,126.865087248954,35.122334179038404,롯데리아,1
롯데리아사월점,사월점,패스트푸드,패스트푸드,대구광역시,수성구,고산1동,대구광역시 수성구 달구벌대로 3280,128.714818081494,35.836722916941795,롯데리아,1
버그마을롯데리아,신암지점,패스트푸드,패스트푸드,대구광역시,동구,신암3동,대구광역시 동구 아양로 52,128.619875596946,35.881721341554,롯데리아,1
롯데리아티지아이에프, ,패스트푸드,패스트푸드,대구광역시,동구,불로.봉무동,대구광역시 동구 팔공로49길 16,128.63737261373,35.921558032404796,롯데리아,1
롯데리아북비산네거리점,북비산네거리점,패스트푸드,패스트푸드,대구광역시,서구,비산2.3동,대구광역시 서구 달서로 182,128.571530860643,35.878472970962,롯데리아,1
롯데리아,대구복현점,패스트푸드,패스트푸드,대구광역시,북구,복현2동,대구광역시 북구 검단로 8,128.615451047613,35.8981841311874,롯데리아,1
롯데리아대구성당D/T점,대구성당D/T점,패스트푸드,패스트푸드,대구광역시,달서구,성당동,대구광역시 달서구 구마로 209,128.550681682808,35.837532982011204,롯데리아,1
롯데리아,동성로2호점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 동성로6길 26,128.59681956471002,35.8687869750514,롯데리아,1
롯데리아,오산점,패스트푸드,패스트푸드,대구광역시,수성구,지산1동,대구광역시 수성구 지범로 163,128.637963738121,35.8225719980736,롯데리아,1
롯데리아,대구동성로점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 동성로 39,128.595392809494,35.870497552774296,롯데리아,1
롯데리아,북부터미널점,패스트푸드,패스트푸드,대구광역시,서구,비산7동,대구광역시 서구 달서천로41길 53,128.559465477763,35.8872275235051,롯데리아,1
동대구롯데리아, ,패스트푸드,패스트푸드,대구광역시,동구,신암4동,대구광역시 동구 동대구로 550,128.628726138595,35.8790975727776,롯데리아,1
롯데리아성서점.궁전골프, ,패스트푸드,패스트푸드,대구광역시,수성구,범어1동,대구광역시 수성구 동대구로 274,128.62620223774098,35.8539098246075,롯데리아,1
롯데리아, ,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 동성로6길 16,128.596189143045,35.868889250517505,롯데리아,1
롯데리아, ,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 국채보상로 585,128.594746152582,35.8713930644034,롯데리아,1
대구역롯데리아, ,패스트푸드,패스트푸드,대구광역시,북구,칠성동,대구광역시 북구 태평로 161,128.59613079856,35.8758837954898,롯데리아,1
롯데리아,서문시장점,패스트푸드,패스트푸드,대구광역시,중구,성내2동,대구광역시 중구 달성로 22,128.582599483221,35.8670361009452,롯데리아,1
롯데리아,효목점,패스트푸드,패스트푸드,대구광역시,동구,효목2동,대구광역시 동구 효목로 22,128.639770691019,35.8753258275365,롯데리아,1
롯데리아, ,패스트푸드,패스트푸드,대구광역시,동구,신암2동,대구광역시 동구 신성로 31-1,128.610505140313,35.8787318831215,롯데리아,1
롯데리아칠곡매천, ,패스트푸드,패스트푸드,대구광역시,북구,태전2동,대구광역시 북구 학정로 40,128.547195251155,35.9132781110926,롯데리아,1
롯데리아,칠곡구암점,패스트푸드,패스트푸드,대구광역시,북구,구암동,대구광역시 북구 학정로 440,128.5642641334,35.9437807282848,롯데리아,1
롯데리아,아양교점,패스트푸드,패스트푸드,대구광역시,동구,효목1동,대구광역시 동구 아양로 240,128.639263942435,35.886685131713904,롯데리아,1
롯데리아,신당점,패스트푸드,패스트푸드,대구광역시,달서구,신당동,대구광역시 달서구 계대동문로 24-1,128.494970400955,35.855324233865105,롯데리아,1
롯데리아,영대병원점,패스트푸드,패스트푸드,대구광역시,남구,대명5동,대구광역시 남구 대명로 313,128.589868234476,35.8452516776483,롯데리아,1
롯데리아,진천역점,패스트푸드,패스트푸드,대구광역시,달서구,진천동,대구광역시 달서구 월배로 89,128.524163162842,35.8144512756928,롯데리아,1
롯데리아,청구네거리점,패스트푸드,패스트푸드,대구광역시,수성구,범어3동,대구광역시 수성구 국채보상로 804,128.618591592396,35.8675682224279,롯데리아,1
롯데리아,명덕네거리점,패스트푸드,패스트푸드,대구광역시,중구,남산1동,대구광역시 중구 명덕로 181,128.590012576287,35.857265632056205,롯데리아,1
롯데리아,두산D/I점,패스트푸드,패스트푸드,대구광역시,수성구,두산동,대구광역시 수성구 무학로 121,128.621889561432,35.8304617259905,롯데리아,1
동섭롯데리아,서문시장점,패스트푸드,패스트푸드,대구광역시,중구,성내2동,대구광역시 중구 달성로 22,128.582599483221,35.8670361009452,롯데리아,1
롯데리아,대구스타디움점,패스트푸드,패스트푸드,대구광역시,수성구,고산2동,대구광역시 수성구 유니버시아드로 180,128.690173866859,35.8297825739339,롯데리아,1
롯데리아롯데몰이시아폴리스점,롯데몰이시아폴리스점,패스트푸드,패스트푸드,대구광역시,동구,불로.봉무동,대구광역시 동구 팔공로49길 16,128.63737261373,35.921558032404796,롯데리아,1
롯데리아대구평리점,대구평리점,패스트푸드,패스트푸드,대구광역시,서구,평리4동,대구광역시 서구 국채보상로 246,128.557832332572,35.870722890616,롯데리아,1
