상호명,지점명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,도로명주소,경도,위도,n_상호명,점포수
맥도날드,경주보문DT점,패스트푸드,패스트푸드,경상북도,경주시,보덕동,경상북도 경주시 보문로 441,129.287963208662,35.8442135354035,맥도날드,1
맥도날드,포항북부DT점,패스트푸드,패스트푸드,경상북도,포항시 북구,두호동,경상북도 포항시 북구 해안로 82,129.378044078875,36.0560338652169,맥도날드,1
맥도날드,포항2호점,패스트푸드,패스트푸드,경상북도,포항시 북구,중앙동,경상북도 포항시 북구 중앙로 291,129.365719077211,36.03902449554969,맥도날드,1
맥도날드구미옥계DT점,구미옥계DT점,패스트푸드,패스트푸드,경상북도,구미시,양포동,경상북도 구미시 옥계2공단로 392,128.418263216414,36.140528981321395,맥도날드,1
한국맥도날드경주용강DT점경주용강DT점,경주용강DT점,패스트푸드,패스트푸드,경상북도,경주시,용강동,경상북도 경주시 산업로 4364,129.225072227136,35.8690253320419,맥도날드,1
한국맥도날드구미옥계DT점, ,패스트푸드,패스트푸드,경상북도,구미시,양포동,경상북도 구미시 옥계2공단로 390,128.418218244589,36.14042999655921,맥도날드,1
맥도날드,용봉DT점,패스트푸드,패스트푸드,광주광역시,북구,용봉동,광주광역시 북구 설죽로 289,126.8982183431,35.1851151152623,맥도날드,1
한국맥도날드광주월산DT점, ,패스트푸드,패스트푸드,광주광역시,남구,월산4동,광주광역시 남구 대남대로 393,126.889770633742,35.1458727490504,맥도날드,1
맥도날드,광주운암DT점,패스트푸드,패스트푸드,광주광역시,북구,운암3동,광주광역시 북구 북문대로187번길 2,126.870222494258,35.1849924001793,맥도날드,1
한국맥도날드전남대DT점,전남대DT점,패스트푸드,패스트푸드,광주광역시,북구,용봉동,광주광역시 북구 우치로 134,126.912291960011,35.1795005013522,맥도날드,1
맥도날드,동림DT점,패스트푸드,패스트푸드,광주광역시,북구,동림동,광주광역시 북구 하남대로 635,126.86218595185,35.172360924920504,맥도날드,1
한국맥도날드광주,쌍촌DT점,패스트푸드,패스트푸드,광주광역시,서구,상무1동,광주광역시 서구 상무대로 921-1,126.862673763302,35.1515165026387,맥도날드,1
한국맥도날드광주월산DT, ,패스트푸드,패스트푸드,광주광역시,남구,월산4동,광주광역시 남구 대남대로 393,126.889770633742,35.1458727490504,맥도날드,1
한국맥도날드광주쌍촌DT, ,패스트푸드,패스트푸드,광주광역시,서구,상무1동,광주광역시 서구 상무민주로6번길 9,126.85923756595,35.1515923646891,맥도날드,1
한국맥도날드광주산정DT, ,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 용아로 251,126.801289290052,35.1658785900487,맥도날드,1
맥도날드,상무점,패스트푸드,패스트푸드,광주광역시,서구,치평동,광주광역시 서구 치평로 72,126.84763993912,35.1537270587755,맥도날드,1
맥도날드,산정DT점,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 용아로 251,126.801289290052,35.1658785900487,맥도날드,1
맥도날드,광주첨단DT점,패스트푸드,패스트푸드,광주광역시,북구,건국동,광주광역시 북구 임방울대로 1048,126.87178627847601,35.2116517514722,맥도날드,1
맥도날드,광주월산DT점,패스트푸드,패스트푸드,광주광역시,남구,월산4동,광주광역시 남구 대남대로 393,126.889770633742,35.1458727490504,맥도날드,1
맥도날드광주진월DT점,광주진월DT점,패스트푸드,패스트푸드,광주광역시,남구,효덕동,광주광역시 남구 서문대로 697,126.89821778942499,35.121657353951605,맥도날드,1
맥도날드,광주진월DT점,패스트푸드,패스트푸드,광주광역시,남구,효덕동,광주광역시 남구 서문대로 697,126.898251304965,35.1216125889492,맥도날드,1
한국맥도날드광주, ,패스트푸드,패스트푸드,광주광역시,남구,월산4동,광주광역시 남구 대남대로 393,126.889770633742,35.1458727490504,맥도날드,1
맥도날드산정디티, ,패스트푸드,패스트푸드,광주광역시,광산구,월곡2동,광주광역시 광산구 용아로 251,126.801289290052,35.1658785900487,맥도날드,1
한국맥도날드모다SKDT점,SKDT점,패스트푸드,패스트푸드,대구광역시,달서구,신당동,대구광역시 달서구 달서대로 455,128.491510263159,35.84003384975821,맥도날드,1
한국맥도날드대구다사DT점, ,패스트푸드,패스트푸드,대구광역시,달성군,다사읍,대구광역시 달성군 다사읍 달구벌대로 825,128.461926415541,35.8619003128335,맥도날드,1
맥킴맥도날드,방촌점,패스트푸드,패스트푸드,대구광역시,동구,해안동,대구광역시 동구 동촌로 243,128.666851626446,35.8811092193097,맥도날드,1
한국맥도날드대구희망DT, ,패스트푸드,패스트푸드,대구광역시,수성구,중동,대구광역시 수성구 수성로 238,128.613359144624,35.8466843566259,맥도날드,1
맥킴맥도날드,용산점,패스트푸드,패스트푸드,대구광역시,달서구,용산1동,대구광역시 달서구 용산로 222,128.530878737219,35.857433286389714,맥도날드,1
한국맥도날드대구상인DT점, ,패스트푸드,패스트푸드,대구광역시,달서구,상인1동,대구광역시 달서구 월곡로 338,128.533504210325,35.8229277788411,맥도날드,1
한국맥도날드대구이곡DT점, ,패스트푸드,패스트푸드,대구광역시,달서구,이곡1동,대구광역시 달서구 이곡공원로 8,128.50831035074302,35.855106304474,맥도날드,1
한국맥도날드대구황금DT점, ,패스트푸드,패스트푸드,대구광역시,수성구,황금2동,대구광역시 수성구 청수로 157,128.625371955144,35.8398174437208,맥도날드,1
한국맥도날드동성로교보점,동성로교보점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 국채보상로 586,128.59482887960502,35.870608504821604,맥도날드,1
맥킴맥도날드,이마트월배점,패스트푸드,패스트푸드,대구광역시,달서구,월성1동,대구광역시 달서구 진천로 92,128.52367213425,35.8171934697114,맥도날드,1
맥킴맥도날드,이마트성서점,패스트푸드,패스트푸드,대구광역시,달서구,이곡1동,대구광역시 달서구 이곡동로 24,128.510181215409,35.8533407853304,맥도날드,1
한국맥도날드대구만촌DT, ,패스트푸드,패스트푸드,대구광역시,수성구,만촌3동,대구광역시 수성구 달구벌대로 2634,128.650081788445,35.85645091889771,맥도날드,1
한국맥도날드대구침산DT, ,패스트푸드,패스트푸드,대구광역시,북구,침산2동,대구광역시 북구 침산로 120,128.59177202075702,35.8869194818307,맥도날드,1
맥도날드대구황금점,대구황금점,패스트푸드,패스트푸드,대구광역시,수성구,황금2동,대구광역시 수성구 청수로 157,128.625371955144,35.8398174437208,맥도날드,1
맥도날드용산점,용산점,패스트푸드,패스트푸드,대구광역시,달서구,용산1동,대구광역시 달서구 용산로 222,128.530878737219,35.857433286389714,맥도날드,1
한국맥도날드대구수성DT, ,패스트푸드,패스트푸드,대구광역시,수성구,수성4가동,대구광역시 수성구 달구벌대로 2345,128.619141996647,35.860030338275706,맥도날드,1
맥도날드,복현DT점,패스트푸드,패스트푸드,대구광역시,북구,복현2동,대구광역시 북구 동북로 303,128.623258792059,35.892285308499,맥도날드,1
맥도날드,동성로2호점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 동성로 23-2,128.595094458642,35.869101981848395,맥도날드,1
맥도날드,두류DT점,패스트푸드,패스트푸드,대구광역시,달서구,두류3동,대구광역시 달서구 달구벌대로 1684,128.55021342495502,35.8546783813999,맥도날드,1
맥도날드,대구용산점,패스트푸드,패스트푸드,대구광역시,달서구,용산1동,대구광역시 달서구 용산로 222,128.530878737219,35.857433286389714,맥도날드,1
맥도날드,대구만촌DT점,패스트푸드,패스트푸드,대구광역시,수성구,만촌3동,대구광역시 수성구 달구벌대로 2634,128.650081788445,35.85645091889771,맥도날드,1
맥도날드,대구시지DT점,패스트푸드,패스트푸드,대구광역시,수성구,고산3동,대구광역시 수성구 달구벌대로 3199,128.706973718984,35.840861310876996,맥도날드,1
맥도날드,본리점,패스트푸드,패스트푸드,대구광역시,달서구,감삼동,대구광역시 달서구 와룡로 134,128.537568895754,35.8447128486118,맥도날드,1
맥도날드,대구아카데미점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 중앙대로 412,128.59433707716698,35.86999803984921,맥도날드,1
맥도날드,월배이마트점,패스트푸드,패스트푸드,대구광역시,달서구,월성1동,대구광역시 달서구 진천로 92,128.52367213425,35.8171934697114,맥도날드,1
맥도날드이곡DT점,이곡DT점,패스트푸드,패스트푸드,대구광역시,달서구,이곡1동,대구광역시 달서구 이곡공원로 8,128.50831035074302,35.855106304474,맥도날드,1
맥도날드,방촌점,패스트푸드,패스트푸드,대구광역시,동구,해안동,대구광역시 동구 동촌로 243,128.666851626446,35.8811092193097,맥도날드,1
맥도날드,대구침산DT점,패스트푸드,패스트푸드,대구광역시,북구,침산2동,대구광역시 북구 침산로 120,128.59177202075702,35.8869194818307,맥도날드,1
맥도날드,대구태전DT점,패스트푸드,패스트푸드,대구광역시,북구,태전1동,대구광역시 북구 칠곡중앙대로 303,128.546518213015,35.922772064475105,맥도날드,1
맥도날드,대구수성DT점,패스트푸드,패스트푸드,대구광역시,수성구,수성4가동,대구광역시 수성구 달구벌대로 2345,128.619141996647,35.860030338275706,맥도날드,1
맥도날드,만촌이마트점,패스트푸드,패스트푸드,대구광역시,수성구,만촌1동,대구광역시 수성구 동원로 136,128.63715749927,35.8712206867939,맥도날드,1
맥도날드,홈플러스성서점,패스트푸드,패스트푸드,대구광역시,달서구,용산1동,대구광역시 달서구 달구벌대로 1467,128.527415796095,35.8494627722282,맥도날드,1
맥도날드,희망DT점,패스트푸드,패스트푸드,대구광역시,수성구,중동,대구광역시 수성구 수성로 238,128.613359144624,35.8466843566259,맥도날드,1
맥도날드,SKDT점,패스트푸드,패스트푸드,대구광역시,달서구,신당동,대구광역시 달서구 달서대로 455,128.491510263159,35.84003384975821,맥도날드,1
맥도날드,대구상인DT점,패스트푸드,패스트푸드,대구광역시,달서구,상인1동,대구광역시 달서구 월곡로 330,128.534451424274,35.8222475720912,맥도날드,1
맥도날드,서부터미널점,패스트푸드,패스트푸드,대구광역시,남구,대명11동,대구광역시 남구 월배로 482,128.556770890514,35.8361168810234,맥도날드,1
맥도날드,지산점,패스트푸드,패스트푸드,대구광역시,수성구,지산2동,대구광역시 수성구 용학로 212,128.631412981506,35.8212906485861,맥도날드,1
맥도날드,문화점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 국채보상로 599,128.59628265708798,35.871024919417,맥도날드,1
맥도날드대구교대DT점,대구교대DT점,패스트푸드,패스트푸드,대구광역시,남구,대명2동,대구광역시 남구 중앙대로 225,128.590194678361,35.853452135392104,맥도날드,1
맥도날드,대구다사DT점,패스트푸드,패스트푸드,대구광역시,달성군,다사읍,대구광역시 달성군 다사읍 달구벌대로 825,128.461926415541,35.8619003128335,맥도날드,1
맥킴맥도날드,동성로2호점,패스트푸드,패스트푸드,대구광역시,중구,성내1동,대구광역시 중구 동성로 23-2,128.595094458642,35.869101981848395,맥도날드,1
맥도날드대구수성DT점,대구수성DT점,패스트푸드,패스트푸드,대구광역시,수성구,수성4가동,대구광역시 수성구 달구벌대로 2347,128.619284387725,35.859831313575,맥도날드,1
맥도날드, ,패스트푸드,패스트푸드,대구광역시,달서구,상인1동,대구광역시 달서구 월곡로 320,128.534316556734,35.823591156366895,맥도날드,1
맥도날드,대구동호DT점,패스트푸드,패스트푸드,대구광역시,동구,안심3.4동,대구광역시 동구 안심로 405,128.728236511497,35.8697297004922,맥도날드,1
한국맥도날드대구동호DT점, ,패스트푸드,패스트푸드,대구광역시,동구,안심3.4동,대구광역시 동구 안심로 405,128.728236511497,35.8697297004922,맥도날드,1
한국맥도날드대구,평리DT점,패스트푸드,패스트푸드,대구광역시,서구,평리4동,대구광역시 서구 서대구로 95,128.555265902151,35.8663453307559,맥도날드,1
맥도날드,대전한남대디티점,패스트푸드,패스트푸드,대전광역시,대덕구,중리동,대전광역시 대덕구 한밭대로 1102,127.421230753857,36.3584089353411,맥도날드,1
맥도날드,대전신탄진디티점,패스트푸드,패스트푸드,대전광역시,대덕구,덕암동,대전광역시 대덕구 신탄진로 605,127.423166933768,36.4326898189586,맥도날드,1
한국맥도날드대전,가장DT점,패스트푸드,패스트푸드,대전광역시,서구,가장동,대전광역시 서구 도산로 324,127.388927261397,36.3343739978928,맥도날드,1
한국맥도날드대전가수원DT점,대전가수원DT점,패스트푸드,패스트푸드,대전광역시,서구,가수원동,대전광역시 서구 계백로 1124,127.34836980608699,36.3036523895468,맥도날드,1
맥도날드,대전터미널점,패스트푸드,패스트푸드,대전광역시,동구,용전동,대전광역시 동구 동서대로 1689,127.43669956546302,36.3502454253977,맥도날드,1
한국맥도날드대전부사디티점, ,패스트푸드,패스트푸드,대전광역시,중구,부사동,대전광역시 중구 충무로 139,127.431818151319,36.3197779709393,맥도날드,1
맥도날드,세이브존대전점,패스트푸드,패스트푸드,대전광역시,서구,둔산3동,대전광역시 서구 둔산로 201,127.39814679647101,36.3551044763769,맥도날드,1
맥도날드,대전센트럴SKDT점,패스트푸드,패스트푸드,대전광역시,중구,대흥동,대전광역시 중구 중앙로 64,127.419057318496,36.3239975986941,맥도날드,1
한국맥도날드대전센트럴에, ,패스트푸드,패스트푸드,대전광역시,중구,대흥동,대전광역시 중구 중앙로 64,127.419057318496,36.3239975986941,맥도날드,1
한국맥도날드대전한남DT점, ,패스트푸드,패스트푸드,대전광역시,대덕구,중리동,대전광역시 대덕구 한밭대로 1102,127.421230753857,36.3584089353411,맥도날드,1
맥도날드,타임월드점,패스트푸드,패스트푸드,대전광역시,서구,둔산2동,대전광역시 서구 둔산로31번길 16,127.37782237215,36.3524949123308,맥도날드,1
맥도날드,대전유천디티점,패스트푸드,패스트푸드,대전광역시,중구,유천1동,대전광역시 중구 계백로 1549,127.392422711753,36.317439248496,맥도날드,1
맥도날드,동대전홈플러스점,패스트푸드,패스트푸드,대전광역시,동구,용전동,대전광역시 동구 한밭대로 1282,127.43737576427601,36.353817565854,맥도날드,1
맥도날드둔산이마트점,둔산이마트점,패스트푸드,패스트푸드,대전광역시,서구,둔산2동,대전광역시 서구 둔산북로 41,127.377769178878,36.356379014177,맥도날드,1
맥도날드,유성점,패스트푸드,패스트푸드,대전광역시,유성구,온천1동,대전광역시 유성구 계룡로87번길 3,127.340382023759,36.3543759906657,맥도날드,1
맥도날드,가장DT점,패스트푸드,패스트푸드,대전광역시,서구,가장동,대전광역시 서구 도산로 324,127.388927261397,36.3343739978928,맥도날드,1
맥도날드,대전터미널점,패스트푸드,패스트푸드,대전광역시,동구,용전동,대전광역시 동구 동서대로1695번길 30,127.43751660222901,36.3512767005253,맥도날드,1
맥도날드카이스트점,카이스트점,패스트푸드,패스트푸드,대전광역시,유성구,신성동,대전광역시 유성구 대덕대로 535,127.37827905116,36.3805260458839,맥도날드,1
맥도날드대전부사DT점,대전부사DT점,패스트푸드,패스트푸드,대전광역시,중구,부사동,대전광역시 중구 충무로 139,127.431818151319,36.3197779709393,맥도날드,1
맥도날드대전문화DT점,대전문화DT점,패스트푸드,패스트푸드,대전광역시,중구,문화1동,대전광역시 중구 문화로 210,127.408329821819,36.3154281248355,맥도날드,1
한국맥도날드대전, ,패스트푸드,패스트푸드,대전광역시,중구,부사동,대전광역시 중구 충무로 139,127.431884316645,36.3198684109884,맥도날드,1
맥도날드대전센트럴, ,패스트푸드,패스트푸드,대전광역시,중구,대흥동,대전광역시 중구 중앙로 64,127.419057318496,36.3239975986941,맥도날드,1
케이엘그룹/맥도날드타임, ,패스트푸드,패스트푸드,대전광역시,서구,둔산2동,대전광역시 서구 둔산로31번길 16,127.37782237215,36.3524949123308,맥도날드,1
"맥,킴한국맥도날드토곡점",토곡점,패스트푸드,패스트푸드,부산광역시,연제구,연산9동,부산광역시 연제구 과정로 226,129.102552994796,35.18819083233129,맥도날드,1
맥원맥도날드,메가마트남천점,패스트푸드,패스트푸드,부산광역시,수영구,남천1동,부산광역시 수영구 황령대로 521,129.111017560527,35.1372752885889,맥도날드,1
맥현맥도날드,사직점,패스트푸드,패스트푸드,부산광역시,동래구,사직2동,부산광역시 동래구 사직북로 1,129.060623381006,35.195992729657505,맥도날드,1
한국맥도날드부산구서DT점, ,패스트푸드,패스트푸드,부산광역시,금정구,구서2동,부산광역시 금정구 중앙대로 1957,129.091016467131,35.259017548859205,맥도날드,1
부산동명대DT맥도날드, ,패스트푸드,패스트푸드,부산광역시,남구,용당동,부산광역시 남구 신선로 424,129.09976239793198,35.122820471294304,맥도날드,1
한국맥도날드부산,송정DT점,패스트푸드,패스트푸드,부산광역시,해운대구,송정동,부산광역시 해운대구 해운대로 1114,129.201778206028,35.1845156717341,맥도날드,1
맥킴맥도날드,만덕점,패스트푸드,패스트푸드,부산광역시,북구,만덕3동,부산광역시 북구 덕천로 179,129.024064745602,35.2115048284634,맥도날드,1
맥킴맥도날드,시청점,패스트푸드,패스트푸드,부산광역시,연제구,연산5동,부산광역시 연제구 중앙대로 1031,129.077047969532,35.1807946134077,맥도날드,1
엠앤에스맥도날드사직D/T점, ,패스트푸드,패스트푸드,부산광역시,동래구,사직3동,부산광역시 동래구 아시아드대로 110,129.067114421735,35.194412361257896,맥도날드,1
맥도날드,부산덕천점,패스트푸드,패스트푸드,부산광역시,북구,덕천2동,부산광역시 북구 금곡대로 107,129.006480228544,35.2194673264469,맥도날드,1
맥도날드,비프광장점,패스트푸드,패스트푸드,부산광역시,중구,남포동,부산광역시 중구 비프광장로 40,129.028931206436,35.098257293896104,맥도날드,1
맥킴맥도날드,당감점,패스트푸드,패스트푸드,부산광역시,부산진구,당감1동,부산광역시 부산진구 동평로 91,129.039571268384,35.1656902480605,맥도날드,1
한국맥도날드부산,구남점,패스트푸드,패스트푸드,부산광역시,북구,구포2동,부산광역시 북구 백양대로 1045,128.996045488008,35.1988036115834,맥도날드,1
맥킴맥도날드,좌동점,패스트푸드,패스트푸드,부산광역시,해운대구,좌4동,부산광역시 해운대구 좌동순환로 181,129.176047637578,35.1779899124161,맥도날드,1
맥도날드,초읍DT점,패스트푸드,패스트푸드,부산광역시,부산진구,초읍동,부산광역시 부산진구 성지로 152,129.048047155204,35.1820766160932,맥도날드,1
맥킴맥도날드,경성대점,패스트푸드,패스트푸드,부산광역시,남구,대연3동,부산광역시 남구 수영로 304,129.099544532241,35.1368120551381,맥도날드,1
맥킴맥도날드,개금점,패스트푸드,패스트푸드,부산광역시,부산진구,개금2동,부산광역시 부산진구 복지로 70,129.019662280679,35.147470976308306,맥도날드,1
맥도날드,범일SKDT점,패스트푸드,패스트푸드,부산광역시,동구,범일2동,부산광역시 동구 자성로 127,129.064109556158,35.137407820945704,맥도날드,1
한국맥도날드부산범전디티점, ,패스트푸드,패스트푸드,부산광역시,부산진구,부전1동,부산광역시 부산진구 중앙대로 823,129.06437671716802,35.1655108974051,맥도날드,1
한국맥도날드연산SKDT, ,패스트푸드,패스트푸드,부산광역시,연제구,연산9동,부산광역시 연제구 과정로 120,129.107490683715,35.182286786877796,맥도날드,1
한국맥도날드부산송정DT, ,패스트푸드,패스트푸드,부산광역시,해운대구,송정동,부산광역시 해운대구 해운대로 1118,129.20220451465,35.1851333882422,맥도날드,1
한국맥도날드부산수영SK, ,패스트푸드,패스트푸드,부산광역시,수영구,수영동,부산광역시 수영구 연수로 411,129.114347578816,35.1682434246851,맥도날드,1
한국맥도날드부산온천SK, ,패스트푸드,패스트푸드,부산광역시,동래구,온천2동,부산광역시 동래구 충렬대로 121,129.07393827932898,35.2064576325728,맥도날드,1
한국맥도날드부산, ,패스트푸드,패스트푸드,부산광역시,기장군,기장읍,부산광역시 기장군 기장읍 기장대로 500,129.220576638415,35.2396806404806,맥도날드,1
맥도날드,메가마켓점,패스트푸드,패스트푸드,부산광역시,동래구,명륜동,부산광역시 동래구 충렬대로 197,129.081161524804,35.2045635415901,맥도날드,1
맥도날드,달맞이점,패스트푸드,패스트푸드,부산광역시,해운대구,중1동,부산광역시 해운대구 좌동순환로 455,129.170930715827,35.161841710307996,맥도날드,1
맥도날드,서면서점,패스트푸드,패스트푸드,부산광역시,부산진구,부전2동,부산광역시 부산진구 중앙대로 683,129.058856038939,35.1537059726108,맥도날드,1
맥도날드맥킴, ,패스트푸드,패스트푸드,부산광역시,사하구,하단2동,부산광역시 사하구 낙동대로 548,128.96450346885598,35.112966097994104,맥도날드,1
맥도날드,해운대DT점,패스트푸드,패스트푸드,부산광역시,해운대구,우1동,부산광역시 해운대구 해운대로570번길 51,129.159656664002,35.1601924625202,맥도날드,1
맥도날드,경성대점,패스트푸드,패스트푸드,부산광역시,남구,대연3동,부산광역시 남구 수영로 304,129.099544532241,35.1368120551381,맥도날드,1
맥도날드만덕점,만덕점,패스트푸드,패스트푸드,부산광역시,북구,만덕3동,부산광역시 북구 덕천로 179,129.024064745602,35.2115048284634,맥도날드,1
맥도날드,좌동점,패스트푸드,패스트푸드,부산광역시,해운대구,좌4동,부산광역시 해운대구 좌동순환로 181,129.176047637578,35.1779899124161,맥도날드,1
맥도날드,가야점,패스트푸드,패스트푸드,부산광역시,부산진구,가야1동,부산광역시 부산진구 가야대로 607,129.038430104358,35.1553610477384,맥도날드,1
빅원맥도날드부산수영,SKDT점,패스트푸드,패스트푸드,부산광역시,수영구,수영동,부산광역시 수영구 연수로 411,129.114347578816,35.1682434246851,맥도날드,1
맥도날드,안락점,패스트푸드,패스트푸드,부산광역시,동래구,안락1동,부산광역시 동래구 충렬대로 311,129.093189505014,35.1998404668657,맥도날드,1
맥도날드,부산기장DT점,패스트푸드,패스트푸드,부산광역시,기장군,기장읍,부산광역시 기장군 기장읍 기장대로 500,129.220576638415,35.2396806404806,맥도날드,1
맥도날드,주례점,패스트푸드,패스트푸드,부산광역시,사상구,주례2동,부산광역시 사상구 가야대로 368,129.012748280882,35.151008357589696,맥도날드,1
맥도날드,동아대점,패스트푸드,패스트푸드,부산광역시,사하구,하단2동,부산광역시 사하구 낙동대로 548,128.96450346885598,35.112966097994104,맥도날드,1
맥도날드,화명동점,패스트푸드,패스트푸드,부산광역시,북구,화명2동,부산광역시 북구 금곡대로 360,129.014441614631,35.2404752825516,맥도날드,1
맥도날드,시청점,패스트푸드,패스트푸드,부산광역시,연제구,연산5동,부산광역시 연제구 중앙대로 1031,129.077047969532,35.1807946134077,맥도날드,1
맥도날드,사직점,패스트푸드,패스트푸드,부산광역시,동래구,사직2동,부산광역시 동래구 사직북로 1,129.060623381006,35.195992729657505,맥도날드,1
맥도날드,메가마트남천점,패스트푸드,패스트푸드,부산광역시,수영구,남천1동,부산광역시 수영구 황령대로 521,129.111017560527,35.1372752885889,맥도날드,1
맥도날드,부산서구DT점,패스트푸드,패스트푸드,부산광역시,금정구,구서2동,부산광역시 금정구 중앙대로 1957,129.091016467131,35.259017548859205,맥도날드,1
맥도날드,부산대학2호점,패스트푸드,패스트푸드,부산광역시,금정구,장전3동,부산광역시 금정구 금정로60번길 24,129.087501554196,35.2295200830825,맥도날드,1
맥도날드연산SKDT점,연산SKDT점,패스트푸드,패스트푸드,부산광역시,연제구,연산9동,부산광역시 연제구 과정로 120,129.107490683715,35.182286786877796,맥도날드,1
맥도날드부산영도DT점,부산영도DT점,패스트푸드,패스트푸드,부산광역시,영도구,봉래1동,부산광역시 영도구 태종로 150,129.04551164261298,35.092869287382804,맥도날드,1
맥도날드송정DT점,송정DT점,패스트푸드,패스트푸드,부산광역시,해운대구,송정동,부산광역시 해운대구 해운대로 1118,129.20220451465,35.1851333882422,맥도날드,1
맥도날드구남DT점,구남DT점,패스트푸드,패스트푸드,부산광역시,북구,구포2동,부산광역시 북구 백양대로 1045,128.996045488008,35.1988036115834,맥도날드,1
맥도날드,부곡점,패스트푸드,패스트푸드,부산광역시,금정구,부곡3동,부산광역시 금정구 수림로 12,129.092417645235,35.2405898033686,맥도날드,1
맥도날드,부산온천SKDT,패스트푸드,패스트푸드,부산광역시,동래구,온천2동,부산광역시 동래구 충렬대로 123,129.074243375303,35.206274649349105,맥도날드,1
맥도날드,원동점,패스트푸드,패스트푸드,부산광역시,동래구,안락2동,부산광역시 동래구 충렬대로 486,129.110938611692,35.194423874567796,맥도날드,1
맥도날드,당감점,패스트푸드,패스트푸드,부산광역시,부산진구,당감1동,부산광역시 부산진구 동평로 91,129.039571268384,35.1656902480605,맥도날드,1
맥도날드, ,패스트푸드,패스트푸드,부산광역시,동래구,사직3동,부산광역시 동래구 아시아드대로 114,129.066876054826,35.19465783577,맥도날드,1
맥도날드,토곡점,패스트푸드,패스트푸드,부산광역시,연제구,연산9동,부산광역시 연제구 과정로 226,129.102552994796,35.18819083233129,맥도날드,1
맥도날드,좌동2호점,패스트푸드,패스트푸드,부산광역시,해운대구,좌2동,부산광역시 해운대구 좌동순환로 310,129.18255210649,35.1684981759489,맥도날드,1
맥도날드,이마트연제점,패스트푸드,패스트푸드,부산광역시,연제구,연산2동,부산광역시 연제구 연수로 89,129.081334341493,35.1761683608205,맥도날드,1
맥도날드,사상터미널점,패스트푸드,패스트푸드,부산광역시,사상구,괘법동,부산광역시 사상구 사상로 201,128.9810119084,35.1631679447043,맥도날드,1
맥도날드,홈에버해운대점,패스트푸드,패스트푸드,부산광역시,해운대구,우1동,부산광역시 해운대구 해운대해변로 140,129.14651537409298,35.1584156241557,맥도날드,1
맥도날드,서면3호점,패스트푸드,패스트푸드,부산광역시,부산진구,부전2동,부산광역시 부산진구 중앙대로692번길 33,129.061106443386,35.1545876771811,맥도날드,1
맥도날드,남천점,패스트푸드,패스트푸드,부산광역시,수영구,남천1동,부산광역시 수영구 수영로464번길 6,129.110570722879,35.1471946665657,맥도날드,1
맥도날드,부산범전DT점,패스트푸드,패스트푸드,부산광역시,부산진구,부전1동,부산광역시 부산진구 중앙대로 823,129.06437671716802,35.1655108974051,맥도날드,1
맥도날드,만덕점,패스트푸드,패스트푸드,부산광역시,북구,만덕3동,부산광역시 북구 만덕대로178번길 34,129.024133806427,35.2117566329074,맥도날드,1
맥도날드,부산사직DT점,패스트푸드,패스트푸드,부산광역시,동래구,사직3동,부산광역시 동래구 아시아드대로 110,129.067114421735,35.194412361257896,맥도날드,1
맥킴맥도날드주례점,주례점,패스트푸드,패스트푸드,부산광역시,사상구,주례2동,부산광역시 사상구 가야대로 368,129.012748280882,35.151008357589696,맥도날드,1
맥도날드부산엄궁DT점,부산엄궁DT점,패스트푸드,패스트푸드,부산광역시,사상구,엄궁동,부산광역시 사상구 낙동대로 745,128.968829718961,35.1281383221768,맥도날드,1
맥킴맥도날드,원동점,패스트푸드,패스트푸드,부산광역시,동래구,안락2동,부산광역시 동래구 충렬대로 486,129.110938611692,35.194423874567796,맥도날드,1
한국맥도날드메가마켓점, ,패스트푸드,패스트푸드,부산광역시,동래구,명륜동,부산광역시 동래구 충렬대로 197,129.081161524804,35.2045635415901,맥도날드,1
맥도날드,홈플러스가야점,패스트푸드,패스트푸드,부산광역시,부산진구,가야2동,부산광역시 부산진구 가야대로 506,129.027341539469,35.1524809729698,맥도날드,1
한국맥도날드부산엄궁디티점, ,패스트푸드,패스트푸드,부산광역시,사상구,엄궁동,부산광역시 사상구 낙동대로 745,128.969081195699,35.128064199293604,맥도날드,1
맥도날드하단DT점, ,패스트푸드,패스트푸드,부산광역시,사하구,하단1동,부산광역시 사하구 낙동대로 431,128.971046469606,35.104134150774,맥도날드,1
한국맥도날드부산남천DT점,부산남천DT점,패스트푸드,패스트푸드,부산광역시,수영구,남천1동,부산광역시 수영구 수영로 470,129.110766816082,35.1478959521313,맥도날드,1
한국맥도날드부산명지DT, ,패스트푸드,패스트푸드,부산광역시,강서구,명지동,부산광역시 강서구 명지국제8로 272,128.922533505539,35.0974819874609,맥도날드,1
한국맥도날드부산다대디티점, ,패스트푸드,패스트푸드,부산광역시,사하구,다대1동,부산광역시 사하구 다대로 532-1,128.971528498085,35.0587622399698,맥도날드,1
